Date;Group;Series;Value
24/09/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8657
25/09/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,863
26/09/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8589
27/09/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8598
30/09/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8596
01/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8645
02/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8642
03/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8618
04/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8619
07/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8537
08/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8579
09/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8549
10/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8526
11/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8485
14/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,849
15/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8519
16/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8473
17/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8496
18/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8508
21/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8491
22/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8514
23/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8493
24/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8485
25/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8523
28/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8549
29/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8505
30/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8497
31/10/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8472
01/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8466
04/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8472
05/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8467
06/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8493
07/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8496
08/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8495
11/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8458
12/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8425
13/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8335
14/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8323
15/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8329
18/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8329
19/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8349
20/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8321
21/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8348
22/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8377
25/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8365
26/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,84
27/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,836
28/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8341
29/11/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8345
02/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8409
03/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,841
04/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8436
05/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8425
06/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8404
09/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8359
10/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8286
11/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8291
12/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8254
13/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8201
16/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8266
17/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8252
18/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8294
19/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8342
20/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8308
23/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8297
27/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8302
30/12/2013;Currencies against Swedish kronor;1 SEK = ? DKK;0,8343
02/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8395
03/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8396
07/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8411
08/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8389
09/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8347
10/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8383
13/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8413
14/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8418
15/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8482
16/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8477
17/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,847
20/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8503
21/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8484
22/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8484
23/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8508
24/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8466
27/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8462
28/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8502
29/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8499
30/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8451
31/01/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8434
03/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8465
04/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8443
05/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8446
06/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,844
07/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8451
10/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8436
11/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8452
12/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8499
13/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8505
14/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8444
17/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8452
18/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8417
19/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,836
20/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8339
21/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8293
24/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8328
25/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8348
26/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8349
27/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8377
28/02/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8385
03/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8425
04/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8406
05/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8415
06/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8455
07/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8417
10/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8417
11/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8434
12/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8434
13/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8438
14/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8428
17/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8399
18/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8422
19/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8459
20/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8432
21/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8441
24/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8422
25/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8424
26/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8406
27/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8374
28/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8391
31/03/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8342
01/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8394
02/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8382
03/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8353
04/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,833
07/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8314
08/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8325
09/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8334
10/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8263
11/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,823
14/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,823
15/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8229
16/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8228
17/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8201
22/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8192
23/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8206
24/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8236
25/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8199
28/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8203
29/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8234
30/04/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8231
02/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8252
05/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8244
06/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8227
07/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8241
08/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,826
09/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,828
12/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,827
13/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8275
14/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8305
15/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8305
16/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8279
19/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8283
20/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8246
21/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8258
22/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8308
23/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8252
26/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8253
27/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8253
28/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,826
30/05/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8236
02/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8198
03/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8202
04/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8217
05/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,825
09/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8231
10/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8219
11/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8234
12/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8239
13/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8248
16/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8274
17/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8281
18/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8289
19/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8262
23/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8162
24/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8175
25/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8134
26/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8125
27/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8115
30/06/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
01/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,815
02/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8142
03/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
04/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
07/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8004
08/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8023
09/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8027
10/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,807
11/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8072
14/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,806
15/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8058
16/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8054
17/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8077
18/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8072
21/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8059
22/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8052
23/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8089
24/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
25/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
28/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8143
29/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8115
30/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8088
31/07/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8079
01/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8088
04/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
05/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
06/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8081
07/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8069
08/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8054
11/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8071
12/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
13/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8109
14/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8111
15/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8131
18/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8132
19/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
20/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8135
21/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
22/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8142
25/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8149
26/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8145
27/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8144
28/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8124
29/08/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8115
01/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8093
02/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8102
03/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8091
04/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8082
05/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
08/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
09/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8123
10/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8088
11/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8109
12/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8067
15/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8042
16/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8066
17/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8071
18/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
19/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8111
22/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
23/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8105
24/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8102
25/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8108
26/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8095
29/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
30/09/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
01/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8189
02/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8175
03/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8174
06/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8196
07/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8199
08/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8162
09/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8155
10/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
13/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8148
14/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8179
15/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8101
16/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8104
17/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
20/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
21/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8092
22/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
23/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8096
24/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8101
27/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8093
28/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
29/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7962
30/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8009
31/10/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8059
03/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8059
04/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8024
05/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8024
06/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8067
07/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,808
10/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8069
11/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8076
12/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,807
13/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8059
14/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8044
17/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8035
18/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8048
19/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8038
20/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8018
21/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8024
24/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8039
25/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8027
26/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8024
27/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8041
28/11/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8029
01/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8025
02/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,803
03/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8023
04/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
05/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8008
08/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8008
09/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,8005
10/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7984
11/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
12/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7934
15/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7909
16/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7831
17/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7811
18/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7879
19/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,785
22/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7848
23/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7816
29/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7827
30/12/2014;Currencies against Swedish kronor;1 SEK = ? DKK;0,7824
02/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7892
05/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7842
07/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7899
08/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7909
09/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7842
12/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7798
13/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7822
14/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7801
15/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7826
16/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7882
19/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,792
20/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
21/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7876
22/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7862
23/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7938
26/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7982
27/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7975
28/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8009
29/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7975
30/01/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7938
02/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7966
03/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7925
04/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7882
05/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7926
06/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7876
09/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7831
10/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7863
11/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7888
12/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7812
13/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7732
16/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,776
17/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7807
18/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7833
19/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,78
20/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7795
23/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7821
24/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,783
25/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7826
26/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
27/02/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7958
02/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7993
03/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8008
04/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8074
05/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,808
06/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
09/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8096
10/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8118
11/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8157
12/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8218
13/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8158
16/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8144
17/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8143
18/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8115
19/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8028
20/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8051
23/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8006
24/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8005
25/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8026
26/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
27/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8005
30/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,7993
31/03/2015;Currencies against Swedish kronor;1 SEK = ? DKK;0,8043
