Date;Group;Series;Value
01/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,82
02/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8214
03/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,82
04/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8197
05/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8173
08/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8177
09/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8153
10/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8157
11/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,822
12/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8268
15/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8302
16/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8295
17/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8302
18/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8278
19/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8278
22/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8288
23/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8285
24/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8306
25/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8316
26/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8319
29/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8333
30/11/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8323
01/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8309
02/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8268
03/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8271
06/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8354
07/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8337
08/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8278
09/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8268
10/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8217
13/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8278
14/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8333
15/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8285
16/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8282
17/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8258
20/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8288
21/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8292
22/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8251
23/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8247
27/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8244
28/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8247
29/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8292
30/12/2004;Currencies against Swedish kronor;1 SEK = ? DKK;0,8254
03/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8261
04/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,823
05/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
07/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8214
10/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,822
11/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8227
12/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8227
13/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8224
14/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8227
17/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
18/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8217
19/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8251
20/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8241
21/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8224
24/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8214
25/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
26/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8193
27/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,821
28/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8183
31/01/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8173
01/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8177
02/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,819
03/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,821
04/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8193
07/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8203
08/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,819
09/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
10/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,82
11/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8187
14/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8173
15/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8203
16/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
17/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,819
18/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8187
21/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8167
22/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8187
23/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8177
24/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8207
25/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8193
28/02/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8224
01/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,822
02/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,821
03/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,821
04/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8234
07/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8234
08/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8241
09/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8244
10/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8217
11/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8203
14/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8214
15/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8183
16/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,819
17/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8183
18/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8183
21/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8163
22/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8163
23/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8173
24/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8177
29/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,816
30/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,815
31/03/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8153
01/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
04/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
05/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8123
06/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
07/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8143
08/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8133
11/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
12/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
13/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8147
14/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
15/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
18/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
19/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
20/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
21/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
22/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8133
25/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
26/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8153
27/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8143
28/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
29/04/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8123
02/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
03/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8071
04/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
06/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
09/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
10/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8094
11/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
12/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8065
13/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
16/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8081
17/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8065
18/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
19/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8104
20/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
23/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
24/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
25/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
26/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
27/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
30/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
31/05/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
01/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
02/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
03/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,815
07/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
08/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
09/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
10/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
13/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8058
14/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8006
15/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
16/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
17/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
20/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8071
21/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
22/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8042
23/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
27/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
28/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
29/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
30/06/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
01/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
04/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
05/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
06/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
07/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
08/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
11/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7877
12/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
13/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
14/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
15/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
18/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
19/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
20/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
21/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
22/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7899
25/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
26/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
27/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
28/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
29/07/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
01/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
02/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
03/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7959
04/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7962
05/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
08/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
09/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
10/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7978
11/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
12/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
15/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8019
16/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8026
17/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
18/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
19/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
22/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7962
23/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7959
24/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
25/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
26/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
29/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
30/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
31/08/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
01/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
02/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8019
05/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8035
06/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,80
07/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8013
08/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,80
09/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7981
12/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
13/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
14/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
15/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7984
16/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7981
19/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
20/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
21/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
22/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
23/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
26/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
27/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
28/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
29/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
30/09/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
03/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8026
04/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
05/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8019
06/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,8026
07/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
10/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
11/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
12/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
13/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7959
14/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
17/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
18/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
19/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
20/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
21/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
24/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7819
25/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7816
26/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7855
27/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7825
28/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7846
31/10/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7816
01/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7816
02/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7788
03/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7734
04/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7788
07/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,777
08/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7803
09/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7809
10/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7764
11/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,774
14/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7809
15/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7785
16/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7752
17/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,774
18/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7761
21/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7779
22/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7806
23/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7843
24/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7846
25/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7859
28/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
29/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7868
30/11/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7825
01/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7834
02/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7855
05/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
06/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
07/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
08/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
09/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
12/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
13/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
14/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
15/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7899
16/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
19/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
20/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
21/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
22/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
23/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
27/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7862
28/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
29/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
30/12/2005;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
02/01/2006;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
